Comment,Rate,Time,User
"Mua máy sử dụng được 1 tuần, thấy có những nhược điểm sau.
Thứ 1: cảm nhận thấy không ổn về cảm biến vân tay, Thua cả em j7 prime trước mình sài. Dù tay sạch nhưng cũng phải 2-3 nhát mới được.
Thứ 2: máy có hiện tượng mất sóng mạng, cả 4G luôn. Mình dùng 2 sim vina và viiettel, mất cả 2 thành hình tròn gạch chéo luôn. 
Thứ 3: khi sạc pin, cầm máy lên thấy rất nóng, mà em J7 prime trước của mình k có hiện tượng như vậy.
Ưu điểm: 
Sạc nhanh, nhận diện khuôn mặt tốt, cảm ứng khá nhạy, thoại nghe rất rõ ràng. Chụp ảnh nét, xem phim chất lượng hình ảnh tốt. 
",3,19/09/2019,Nguyễn văn huy
,0,,
"Máy đẹp, dùng ổn định, pin trâu, màn hình sắc nét, chụp hình đẹp, nhân viên tư vấn nhiệt tình",5,18/09/2019,Lê nho Ban
Pin của bạn khoảng bao lâu thì hết v ,0,21/09/2019,Trần Quốc Trung
,0,,
"Mua xong hối hận không thể tả, sóng cực yếu, gọi nghe không được, lướt mạng bị đơ. Mang xuống bảo hành nhân viên bảo do sim, trong khi đó gắn vào máy cũ gọi ngon lành. Bảo có lỗi gì mang xuống bảo hành, không lẽ mỗi lần không nghe được lại mang xuống, nghe gọi là cái cần thiết nhất mà còn không được thì cạn lời. Bạn nào có ý định mua em này thì nên cân nhắc",1,18/09/2019,đang ai
Thế giới di động đã ghi nhận và chuyển bộ phận liên quan hỗ trợ quý khách,0,18/09/2019,Xong Lê
,0,,
Mình mua dùng được vài ngày phát hiện trong camera có rất nhiều bụi đã đổi mới nhưng cái mới cũng bị bụi lọt vào phải nói chất lượng quá tệ mình đem ra đổi ko được nũa vì họ nói họ không phat hiện có bụi,1,05/12/2019,Buianhtu
,0,,
Co ai giống tôi sao máy sử dụng 4G mà tốc độ load quá chậm dù còn 5g tốc độ cao xem youtube thua a10s đều sử dụng mạng Viettel ,3,05/12/2019,Hùng nguyễn
What 5G ??? :)),0,24/02/2020,Nhân Trần
,0,,
"Mọi thứ đều tốt, nhưng camera sau 25mp ko đc như mong muốn. Với hai hôm nay chplay của mk ko tải ứng dụng xuống đc ( bị như hình ) ",4,05/12/2019,Vũ Hoàng MY
"Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm",0,06/12/2019,Xong Lê
,0,,
Không phải là bọn mình thi nhau nói xấu samsung chứ bỏ ra gần 7tr để mua con này thì không đáng đâu mọi người những ai mà chủ yếu lướt web hay xem phim thì thấy được chứ riêng mình thấy dở tệ cam,2,04/12/2019,Nhật uyên
Mua xài thấy máy chạy cũng được. Mở khóa vân tay ko nhạy dù đã cập nhật. Camera trước ảo tung chảo. Camera sau nhìn như nhòe hay sao. Ra dmx thì nv bên samsung nói là đó camera sau cơ chế đó làm đẹp quá mức nên chụp xong nhìn nó có kiểu nhòe như vậy. Pó tay. Pin xài ok. Mạng thì ok. Loa to hơi rè. Nói chung chỉ có camera là ko ổn. Bực bội cái gọi là camera 25mp gì đó. Chụp cảnh thì còn dc. Chụp người thì nó nhoe nhóe sao.,2,01/12/2019,Phuong
Quá tệ. Chưa báo giờ dùng mà thấy bực mình như máy này. Cầm mà muốn đập thực sự. Đem bán sản phẩm tư vấn thì rất hay mà dùng thì quá tệ,1,29/08/2019,Tư
"Máy dùng ngon màn đẹp tất cả không vấn đề gì.ngắt hết kết nối để qua đêm pin tụt có 1%.không hiểu sao các bạn đánh giá thấp vậy.ra siêu thik xem hàng chất lượng hơn hản huawei, xiaomi.",5,05/05/2019,Dao
Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách,0,18/09/2019,Xong Lê
,0,,
Máy sài rất ok mươc mà khong bị lỗi gì rất ok .,5,16/09/2019,Sang
,0,,
,0,,
"Lúc đầu đọc comment trên đây của những người đã từng mua đánh giá 1 sao thì thấy hoang mang. Nhưng do vẫn tiếp tục đặt niềm tin Samsung nên rước em A50 về. Cảm nhận ban đầu thấy máy chạy mượt mà, sao lại có 1 số bạn cho 1 sao rồi báo lỗi nặng không là sao ta ? Sạc cũng ko nóng. Chạy chương trình nặng thì có hơi ấm ấm chỗ đặt CPU tí. Cái đó là lẽ dĩ nhiên rồi, máy nào chẳng thế.
Ý, đã chạy hết updat phần mềm rồi nha. 
Riêng Auto CAD và các file bản vẽ Pdf nặng máy chạy mạnh như tên lửa, không ì ạch như con J6 cũ, đáp ứng 5* công việc của mình. Còn game ghiếc này nọ ko chơi nên ko biết. ROM 64 GB mà chơi thêm cái thẻ nhớ 128 GB. Lưu trữ tha hồ",5,15/07/2019,Mèo mướp
,0,,
Quá tệ so với mình nghĩ. Thường xuyên rớt mạng. Hao pin. Dòng ss chụp hình quá ảo,2,15/07/2019,Thông
,0,,
"Mình mới mua sáng nay luôn, giá 5tr940k. Mọi thứ đều ổn trừ camera: quá ảo, khi chụp camera trước mà đưa cận mặt sẽ bị mờ, nhòe.",3,14/07/2019,My Nguyễn
,0,,
Vừa mua xobg dc giảm giá 🙂 fine  nhưng nói chubg máy tối nhưng k hiểu sao chơi free fire ko thực sự mượt mà nhỉ có ai bị giống mình k ?,5,14/07/2019,Wings
Công nhận free fire cảm thấy hơi giật,0,14/07/2019,Tùng
Mượt mà bn. Của tui mượt,0,15/07/2019,Nguyễn Minh
,0,,
"Máy thường xuyên sập nguồn .nhiều lúc mất sóng 4G phải khởi động lại mới có sóng ,còn không khởi động lại thì để cả ngày củng không vào được mạng .Máy mua 23 tháng này tới 23 thang kia ra đổi trả thì bảo quá 1 ngày  .không hiểu làm ăn kiểu gì nữa",1,13/07/2019,Thái
Phải rồi bạn mua 23 tháng này thì đến hết ngày 22 tháng sau là hết 30 ngày rồi,0,13/07/2019,Trung
"Bức xúc quá bạn à. Mình cũng mua được 17 ngày thì bị tắt ngóm. Mở không lên, sạc điện không vào. ra chỗ mua thì họ bảo 15 ngày thì mới được đổi....",0,16/07/2019,Oanh
,0,,
"Màn hình hiển thị tốt, camera bình thường trong tầm giá, có chế độ sạc nhanh nhưng rất mau hết pin. Một ngày sạc đến  2-3 lần chủ chỉ xem Youtube, lướt SNS nhẹ nhàng. Nói chung thật sự RẤT HAO PIN",3,18/06/2019,Quỳnh Anh
,0,,
"Chắc do SS bán được với số lượng và chất lượng quá tốt, nên seeder phải dìm hàng samsung xuống, có ai đặt nghi vấn vì sao các hãng TQ thì không ai chê, nhưng riêng SS thì luôn bị chê thậm tệ? Mình dùng A50 6 tháng, phải nói là quá tuyệt vời, có điều cảm ứng hơi không đc nhạy, có thể vào setting để tăng độ nhạy đc, nên mọi thứ có thể nói là tuyệt vời",5,04/12/2019,Trường Nguyễn
Chắc tại bạn chưa trải nghiệm nhìu chứ camera sau để 3camera cho có chứ zom lên tầm 2x là bị nhòe không thấy chữ luon tại vì mk là sinh vien nen hay dùng để chụp tài liệu tren bảng với lại cái vân tay dở tệ mới cài thì nhậy chứ xài vài ngày là như shit chưa kể nhận diện khuôn mặt cũng kém nữa rồi khi mk chơi freefire thì hay bị đứng nữa noi chung là mua cái này chỉ để coi phim voi luot web thì ok chứ bỏ ra gần 7tr mua con này thì không đáng ,0,04/12/2019,Nhật uyên
"tui mua 2 máy đều tháng 7/2019 được 5 tháng phải nói là ngon,vân tay chắc là bạn để không chính xác nên mới không nhạy,chứ tui để nhẹ cái nhất lên liền nó cũng mở,nhu cầu tui xài rất nhiều nhưng không chơi game nên mới mua 2 máy để khỏi phải chờ sạc pin chứ lúc mua 6.900 2 máy đủ mua 7 plus rồi cảm thấy rất ngon chứ không đáng gì,camera thì zoom lên bể chữ thì bạn đừng zoom để chụp luôn rồi phóng ra,ngồi trong phòng học mà chụp lên bảng không thấy rõ ràng mắt bạn có vấn đề,chắc là bị cận",0,06/12/2019,Hoàng Nhân
"mình xài A50 được gần 1 năm nay rồi, mọi thứ đều rất ok nhé. cảm biến vân tay và nhận diện khuôn mặt đều nhạy, cam thì chụp cũng ok. chơi game cũng k đến nổi nào là quá lag, wifi mạnh là chơi mượt bth. lúc xài tới giờ chưa bao giờ bị lỗi gì để đi sửa chữa hết ^^",0,16/01/2020,Hoàng Thy
,0,,
Xài được 3 tháng. Máy cảm ứng bị đơ. Nhiều khi loạn cảm ứng. Bấm phím này nhảy phím kia. Màn hình bị giật. Sim 4g cứ bị mất sóng trong khi điện thoại đồng nghiềp xài phà phà. Quá thất vọng,1,03/12/2019,Nguyễn Thảo Uyên
,0,,
"mình mua A50s dụng rồi ! Khuyến các bạn không nên dùng vì sản phẩm kem chất lượng đặc biệt là bộ phận sắc phim , samsung bảo hành kèm ",1,30/11/2019,Nguyễn truong
,0,,
"Tôi đã mua sản phẩm A50-64G được 1.5 tháng và có cảm giác vô cùng thất vọng về sản phẩm này. Máy hay bị đơ và giật mặc dù không chơi game hay tải ứng dụng gì hết, chỉ để đọc báo, tìm kiếm thông tin. Tôi khuyên các bạn có ý định mua điện thoai mới thì đừng nên mua sản phẩm này.",1,30/11/2019,Nguyễn Trọng Duy
Thế giới di động đã ghi nhận và chuyển bộ phận liên quan hỗ trợ quý khách,0,01/12/2019,Xong Lê
"Chào Quý khách, Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0,01/12/2019,Xong Lê
,0,,
"Sản phẩm A50 bị lỗi phần mềm khiến điện thoại sạc phải kéo ra vào từ từ mới vô. Xài được 2 ngày thì cắm sạc vào thì báo kết nối cổng... Sạc không vô nữa. Đem máy đến trung tâm thì được báo phải mở ra kiểm tra. Và anh kỹ thuật viên cầm cái chân sạc mở camera siêu nhỏ có đèn rọi vào và cho mình xem là bị ra ten xanh. Nói do xài điện thoại chỗ ẩm ướt. Giờ vệ sinh chân sạc xong không sạc được nữa là phải thay chân sạc mới với giá là 640ngàn đồng. Nói thật đỗ lỗi để chỗ ẩm ướt hay nguyên do gì đó,nhà có 4cái điện thoại xài đã lâu chẳng bao giờ bị lỗi đó. Nói thật điện thoại các bạn xài mà rọi camera vào thì vẫn thấy ra ten xanh là bình thường. Do chân sạc bằng đồng mà đồng mà không ra ten tui thua gì cũng thua. Điện thoại để nhà thoáng mát có khi còn hơi nóng,chứ đừng nói là ẩm ướt làm hư chân sạc. Máy xài 5tháng thì bị lỗi. Mình khuyên các bạn đừng mua hãng Samsung. Trung tâm bảo hành chẳng qua để các bạn vào đó thay linh kiện và trả tiền thôi. Dám chắc máy mà bị lỗi gì đó thì vào ấy cũng bị phán do xài nơi ẩm ướt. Tôi không phải là thợ sửa nhưng đã sửa và thay linh kiện nhiều điện thoại rồi .
Lời cuối là rất là buồn cho 1hãng Samsung có những trung tâm bảo hành phán xét ẩm ướt để tính tiền. Có lẽ các bạn cũng hiểu lỗi do linh kiện quá kém.",1,28/11/2019,Nguyễn phi dũng
"Chào Quý khách, Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0,29/11/2019,Xong Lê
Đừng đập!!! Cho tui ik 😁,0,31/08/2019,Tion
,0,,
"chụp hình ám vàng không thật , máy chậm nhận tin nhắn kém, pin nhanh hết hơn dự kiến, vân tay không nhậy, nhân diện khuân mặt ok hơn,  thường xuyên tự sáng nhận diện làm hao pin, ",1,29/08/2019,tiến
Vào tối ưu màn hình mà chỉnh lại màu lạnh,0,30/08/2019,Trương Quốc Tường
,0,,
"mình mua cũ, xài hơn 1 tuần rồi thấy A50 tốt chứ không  quá tệ như mọi người phàn nàn. Lưu ý là các bạn nên cập nhật android lên bản mới nhất rồi dùng thử và cảm nhận. Riêng cái vụ sóng yếu thì không khắc phục được, từ A30 tới A50, sóng 4G thua xa con nokia 8110 khi ở cùng 1 vị trí, cùng 1 mạng, cùng gói cước.",4,29/08/2019,Minh Tuấn
,0,,
"Bảng cập nhật mới nhất của samsung a50 đã sửa lỗi tự mở khóa điện thoại khi để trong túi quần, vân tay cũng nhạy hơn rất nhiều rồi. Ủng hộ samsung.",5,27/08/2019,Võ Thành Nhân
Mình thấy cũng thấy nó mượt hơn về vân tay,0,29/08/2019,Minh
,0,,
Máy ok ngon dùng được đã mua ở thế giới di động Bình Long nhân viên tận tình hơn cả tâm tình! :) ,5,04/05/2019,Phương Lan
,0,,
Tuy không hài lòng về dòng máy lắm nhưng chỉ đánh giá về Nhân viên nhiệt tình. Vui vẽ . Rất ok,5,03/05/2019,Phương
,0,,
"Cảm ứng vân tay 1sao vì nhập cả chục lần mới vào  được. Có lúc phải nhập mk. Đôi lúc máy đơ không hiểu lí do. Camera thì cho 4 sao . Chơi game tiết kiệm pin tốt nhưng vào khá chậm . Nói chung theo ý kiến tôi chỉ đạt 2,5 sao phân khúc 6990.000đ",3,03/05/2019,Phương
"Chào anhDạ cám ơn anh đã mua hàng tại Thegioididong.com , nếu anh có nhu cầu mua thêm hoặc cần tư vấn vấn đề gì thì có thể ra siêu thị để mua hoặc phản hồi trên website để bên em hỗ trợ anh nha anhChúc anh một ngày vui vẻ.",0,04/05/2019,Thanh Tâm
,0,,
"Máy dùng rất ok, thiết kế đẹp tất cả điều ok, tầm giá như vậy là tuyệt vời rồi. Mình mua ở Gò Dầu  nhân viên ở đây dễ thương và nhiệt tình.",5,03/05/2019,Võ Tấn Phú
,0,,
Mọi thứ đều ổn.chỉ có điều là để điện thoại từ đêm đến sáng ko sử dụng mà cũng mất gần 20%..,4,15/09/2019,Phạm Thị Anh Thư
,0,,
Mua máy dc 5 ngày. Mọi thứ ổn. Nhưng sạc pin nóng lắm. Tăc chế độ sạc nhanh nhung máy vẫn nóng. Vân tay không nhạy lắm.,2,14/09/2019,Nghĩa
neub\ biet cach thi van tay a50 rat nhay hk bi delay cham nhu ban dau nhe,0,15/09/2019,duy
,0,,
"Sau 1 tuần sử dụng máy rất tốt ko có lỗi gì cả, 5 ⭐ pin trâu sử dụng cả ngày....",5,13/09/2019,Nguyễn Hoàng Trí Trung
,0,,
"Sản phẩm xài êm. Lướt wed mượt mà, sử dụng hơn 10 ngày thấy rất ok. Chụp ảnh đẹp 😍",5,12/09/2019,Trần Hồng Tiên
,0,,
"Mua về được 3 tuần cảm nhận thấy tuyệt cảm ứng vs các ứng dụng chạy nhanh,có điều cam thấy chưa ưng mấy, mà kệ sp v là ok r🙂",5,12/09/2019,Nhi
,0,,
"sản phẩm dùng tốt , nhưng samsung phải nổ lucej hơn nữa nhũng sp này, tôi rất hày lòng về dịch vụ bảo hành của hãng",4,11/09/2019,hoàng kha
,0,,
"Máy này dùng ngoài trời thì được, lên nhà 2 tầng là ko có sóng lắc, chập mạch máy báo IU ko hoạt động hoài luôn chán , nản với vái máy, máy nay mà khi có việc bận hay khách hàng gọi thì mất hết mối làm ăn.chập chờn quá.",1,11/09/2019,Trần văn hưởng
"Mới mua về 2 ngày sạc pin nóng mà sài hao pin , chán, đã thế còn ít nhạy, camera thì quá ảo. Hối hận khi mua",2,13/07/2019,Trâm
Sạc đủ 8h trong 3 lần xem sao bn,0,15/07/2019,Nguyễn Minh
"tắt sạc nhanh thì sẽ hết nóng nhé, còn bật sạc nhanh thì con s9+ cũng nóng huống hồ là con này. camera ảo thì đừng chỉnh max quá, cà cho lắm vào r kêu cam ảo @@",0,15/07/2019,Việt
,0,,
"xin phép Mn ạ.
em mua dt dc 1 tuần thì đến hôm nay nó đen thui màn hình như kiểu bị sập nguồn, em sạc pin rồi ấn giữ các kiểu gì cũng ko dc ạ, em thực sự cảm thấy rất lo lắng :( các anh/chị nào có bị trường hợp này giống em ko ạ, cho em xin lời khuyên với :( em xin cam đoan là ko làm rơi vỡ gì cả ạ, tự nhiên nó sập nguồn đen thui, mở kiểu gì cũng ko lên :( mới mua dc 1 tuần thui ạ.",3,12/07/2019,Nguyễn Hằng
Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách,0,13/07/2019,Xong Lê
,0,,
Máy mày tui mua cũng được vài tuần rồi tui đánh giá con mày chơi game lq mượt còn chơi game pubg muốn chơi mượt để cấu hình trung bình tôi đánh giá chơi game ok còn chơi game một thời gian bi lag là do máy xài ko chịu quét nhưng nó nặng là sẽ lag nếu thường xuyên quét máy sẽ mượt như mới mua còn về pin máy bạn kia đánh giá sao mau hết pin là do máy nó chạy nhiều là mau hết pin còn vân tay ko nhạy thì cài một vân tay 3 lần là sẽ nhạy hơn nhé nói trung máy tầm trung ko đòi hỏi nhiều,5,09/07/2019,Nguyễn văn đông
,0,,
"Mình mua A50 tại TGDD được 40 ngày, máy dùng kém, máy rất nóng, hao pin.
Mình đến TGDD bảo hành thì giới thiệu qua hảng, bó tay",1,09/07/2019,Dương văn hiếu
Tao danh lien quan ca ngay.len mag doc bao toi 12h khuya ma pin chua het.may xao lok vua thoi,0,18/06/2019,Tham
